fascode	module	a2x	a2	a2a	a2b	a2c	a2dx	a2d	a2d1	a2ex	a3a1	a3b	a3a	a4yr	a4mth	a5	a6a	a6b	a7	a8	a9	a10	a10a	a11	a12ax	a12bx	a12cx	a12dx	a12ex	a12fx	a12f1	a12e1	a12d1	a26	a27x	a27	a17	a18	a19	a20	a21	commid07	fcode07	a2e	a4mthx	a4yrx	bookt	bd00a	bd01a_a	bd01a_b	bd01a_c	bd01a_d	bd01a_e	bd01a_f	bd01a_v	bd01aa	bd01ba	bd01bb	bd01bc	bd01bd	bd02a	bd03b	bd04b	bd04a	bd08	bd09	bd10	b14x	b14aday	b14amth	b14bday	b14bmth	b16ba	b16f	e1	e2	e3	e4	e5	e6	e7	e8	e9	e10	e11	e12	e13	e14	e15	e16	e17	e18	lk05	lk13	lk15	lk16	lk17	lk19	lk20	lk21	lk22	lk23	lk010700	lk020700	lk030700	lk010707	lk020707	lk030707	pb1	pb2	pb3	pb3a	pb3b	pb3c	pb3d	pb3e	pb3f	pb3g	pb3h	pb3i	pb3j	pb3t	pb4	pb5	ph00	ph01	idivwr	editor	numvis	ivwday1	ivwday2	ivwday3	ivwmth1	ivwmth2	ivwmth3	ivwyr1	ivwyr2	ivwyr3	beghr1	beghr2	beghr3	begmin1	begmin2	begmin3	endhr1	endhr2	endhr3	endmin1	endmin2	endmin3	result1	result2	result3	langmain	langothr	fp2	fp3	fp4	fp5	fp6a	fp6b	fp6c	cp1a	cp1b	cp1c	cp2a	cp2b	cp2c	cp3a	cp3b	cp3c	cp4a	cp4b	cp4c	hpr1	hpr3	hpr4	hpr5	hpr11a	hpr11b	hpr11c	hpr11d	hpr11e	hpr11f	hpr11g	hpr11h	hpr11i	hpr11j	hpr11k	hpr11l	hpr11m	hpr11n	hpr11o	hpr12a	hpr12b	hpr12c	hpr12d	hpr12e	hpr12f	hpr12g	hpr12h	hpr12i	hpr12j	hpr12k	hpr12l	hpr12m	hpr12n	hpr13a	hpr13b	hpr13c	hpr13d	hpr13e	hpr13f	hpr13g	hpr13h	hpr14a	hpr14b	hpr14c	hpr14d	hpr14e	hpr14f	hpr14g	hpr15	hpr17	hpr18	hpr19	hpr25a	hpr25b	hpr25c	hpr25d	hpr25e	hpr25f	hpr25g	hpr25h	hpr25i	hpr25j	hpr25k	hpr25l	hpr25m	hpr25n	hpr25o	hpr25q	hpr26a	hpr26b	hpr26c	hpr26d	hpr26e	hpr26f	hpr26g	hpr26h	hpr26i	hpr26j	hpr26k	hpr26l	hpr26m	hpr26n	hpr27a	hpr27b	hpr27c	hpr27d	hpr27e	hpr27f	hpr27g	hpr27h	hpr27i	hpr27j	hpr28a	hpr28b	hpr28c	hpr28d	hpr28e	hpr28f	hpr28g	hpr28h	hpr28i	hpr29a	hpr29b	hpr29c	hpr29d	hpr29e	hpr29f	hpr29g	hpr29h	hpr30	hpr32	hpr33	hpr34	hpr40a	hpr40b	hpr40c	hpr40d	hpr40e	hpr40f	hpr40g	hpr40h	hpr40i	hpr40j	hpr40k	hpr40l	hpr40m	hpr40n	hpr40o	hpr41a	hpr41b	hpr41c	hpr41d	hpr41e	hpr41f	hpr41g	hpr41h	hpr41i	hpr41k	hpr41l	hpr42b	hpr42c	hpr42d	hpr42e	hpr42f	hpr42g	hpr42h	hpr42i	hpr42j	hpr42k	hpr42l	hpr42m	hpr42n	hpr42o	hpr42p	hpr42q	hpr43b	hpr43c	hpr43d	hpr44a	hpr44b	hpr44c	hpr44d	hpr44e	hpr44f	hpr44g	hpr44h	hpr44i	hpr44j	hpr44k	hpr45	hpr47	hpr48	hpr49	hpr55a	hpr55b	hpr55c	hpr55d	hpr55e	hpr55f	hpr55g	hpr55h	hpr56a	hpr56b	hpr56c	hpr56d	hpr56e	hpr57a	hpr57b	hpr57c	hpr57d	hpr57e	hpr57f	hpr57g	hpr57h	hpr57i	hpr57j	hpr57k	hpr57l	hpr57m	hpr57n	hpr58a	hpr58b	hpr58c	hpr58d	hpr58e	hpr58f	hpr58g	hpr58h	hpr58i	hpr59a	hpr59b	hpr59c	hpr59d	hpr59e	hpr59f	hpr59g	hpr59h	hpr59i	hpr59j	hpr59k	hpr59l	hpr59m	hpr60a	hpr60b	hpr60c	hpr60d	hpr60e	hpr60f	hpr60g	hpr60h	hpr60i	hpr60j	hpr60k	hpr6_1	hpr7_1	hpr8_1	hpr6_2	hpr7_2	hpr8_2	hpr6_3	hpr7_3	hpr8_3	hpr6_4	hpr7_4	hpr8_4	hpr20_1	hpr21_1	hpr22_1	hpr20_2	hpr21_2	hpr22_2	hpr20_3	hpr21_3	hpr22_3	hpr20_4	hpr21_4	hpr22_4	hpr35_1	hpr36_1	hpr37_1	hpr35_2	hpr36_2	hpr37_2	hpr35_3	hpr36_3	hpr37_3	hpr35_4	hpr36_4	hpr37_4	hpr35_5	hpr36_5	hpr37_5	hpr35_6	hpr36_6	hpr37_6	hpr35_7	hpr36_7	hpr37_7	hpr50_1	hpr51_1	hpr52_1	hpr50_2	hpr51_2	hpr52_2	hpr50_3	hpr51_3	hpr52_3	hpr50_4	hpr51_4	hpr52_4	hpr50_5	hpr51_5	hpr52_5	hpr50_6	hpr51_6	hpr52_6	hpr50_7	hpr51_7	hpr52_7
"0032108"	"PRA"	1	33	3	4	3							1997	8	0	3	3	3	3		1	1	1	1	1	1	1	1	1	3	12	3	998	4	1	33	1	1	2	1		"1203"	"12032108"		"3"	"1"	"PRA"	3																				1	2	3	8	3	1	3	1	1	3		6	3	1	1		3								"W"	2	4	"A71"	"A86"	"A51"	"A11"	3	3	3	1	12	3	90	12	77	50	3																3		"A71"	"A86"	1	10			3			8			17			39			19			0			1			0	96	1	1		1	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	3	1996	1	2	2	2	2	2	2	1	3	2	2	2	2	2	2	3	2	3	2	3	3	2	2	1	1	2	3	3	3	3	2	1	1	3	2	2	2	2	3	3	3	3	3	3	3	3																																																													1	3	1996	1	2	1	2	3	2	3	3	2	2	3	2	2	1	3	3	2	2	3	3	1	2	2	3	3	1	3	2	2	3	2	2	3	1	1	1	2	1	3	2	3	2	3	3	3	3	2	1	2	2	3	2	2	3	1	3	2	3																																																																3			3			3			3															3			3			3			3			3			3			3																							
"0032251"	"PRA"	1	26	1							7	2007	2006	0	2	95	3	3	3		1	1	3														1	1	2	1		"1203"	"12032251"		"1"	"3"	"PRA"	3																				1	2	3	8	3	3	2	3	3	1	3	1	1	1	1		3								"W"	1	1	"A71"	"A86"	"A51"	"A11"	3	3	3	3	12	3	710	12	77	20	1	5	"A"	5										5	1	1	1	1	"A71"	"A86"	1	12			3			8			14			52			16			30			1			0	96	1	1		2	3	3	3	"OPTION PH04 BARIS 27"	"ABCFHN,28,29B,32CDE,"	"33A,38B"	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	1	2007	1	1	1	2	1	1	2	1	1	2	1	1	2	1	2	1	1	3	2	1	3	1	2	1	2	2	1	1	2	2	1	1	1	2	2	2	1	1	1	2	1	2	2	2	2	1	1	2007	1	1	1	2	2	1	2	2	1	2	2	2	2	2	2	2	1	2	2	1	3	2	2	1	1	1	2	2	2	2	2	1	2	1	2	2	2	2	3	1	1	2	2	3	3	3	1	2	2	2	2	2	2	2	1	2	2	2	1	1	2007	1	1	1	2	2	2	1	2	2	2	2	2	2	2	2	3	2	2	3	2	1	1	2	3	3	2	2	2	2	2	2	2	2	2	1	2	2	1	2	2	2	1	3	2	1	3	1	1	2	2	1	2	2	3	1	2	2	3																																																																3			1	1		1	1		1	1		1	1		1	1		3			1	1		3			3			3			3			3			3			3																							
"0032257"	"PRA"	1	38	3	2	3							2004	4	0	1	1	1	3		1	1	1	1	1	8	1	1	3	3	12	77	998	4	1	35	1	1	2	1		"1203"	"12032257"		"3"	"1"	"PRA"	3																				1	2	3	8	3	3	2	3	3	3		6	3	3	1		3								"W"	2	3	"A72"	"A86"	"A51"	"A11"	3	3	3	3	12	3	90	12	77	50	3																3		"A72"	"A86"	1	11			3			8			19			30			21			0			1			0	96	1	1		2	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	4	1990	3	1	1	2	1	2	2	1	2	2	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	1	2	2	3	2	2	2	2	1	1	2	3	3	3	3	3	3	3	3																																																													1	4	1990	3	1	1	2	1	2	1	3	2	2	2	3	2	2	2	2	2	1	2	1	1	1	1	2	3	2	2	2	1	1	1	1	3	2	2	1	2	1	3	3	3	2	3	3	3	3	1	2	1	1	1	3	2	3	2	3	3	1	4	1990	1	1	1	2	2	1	2	2	2	3	1	1	2	2	1	1	1	1	1	1	2	1	1	1	2	2	2	3	3	1	1	1	1	2	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	2	3	3	1	2																																														3			3			3			1	3	1	3			1	3	1	3		
"0033033"	"PRA"	1	54	3	2	3							1993	15	0	1	1	1	3		1	1	1	1	1	1	1	1	1	3	12	3	90	4	1	34	1	1	4	3	3	"1203"	"12033033"		"3"	"1"	"PRA"	3																				1	2	3	8	3	3	1	3	3	3		6	1	3	1		3								"W"	2	3	"A72"	"A86"	"A51"	"A11"	3	3	1	1	12	3	90	12	77	50	3																3		"A72"	"A86"	1	11			3			8			17			35			19			0			1			0	96	1	1		2	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	4	1977	3	1	1	1	1	2	2	1	2	1	1	1	2	1	2	1	2	3	2	2	3	2	2	1	1	1	2	2	2	2	3	2	2	2	2	1	1	1	3	3	3	3	3	3	3	3																																																													1	4	1977	1	1	1	1	2	1	2	2	1	1	2	2	2	2	2	2	1	1	2	2	2	1	1	2	3	2	2	1	1	1	1	1	3	1	1	1	2	2	3	2	3	2	2	3	3	3	1	2	1	2	2	3	3	3	2	3	2	1	4	1977	1	1	2	2	2	1	2	2	2	1	1	1	1	2	2	2	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	2	2	3	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	1	2	2	1	1	2	2	2	3	1	1																									1	3	3	3			1	3	3	1	3	3	1	3	3	3			1	3	3	1	3	3	1	3	3	1	3	3	1	3	3	1	3	3	1	3	3	1	3	3
"0033050"	"PRA"	1	62	3	1	3							1965	28	0	1	1	1	3		1	1	3														1	1	4	3	3	"1203"	"12033050"		"3"	"1"	"PRA"	3																				1	3	3	9	3	3	4	3	3	3		6	3	1	2	"C"	3								"W"	2	4	"A86"	"A86"	"A51"	"A11"	3	3	3	1	12	3	90	12	77	50	3																3		"A86"	"A86"	1	10			3			8			17			30			18			24			1			0	4	1	1		1	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	5	1968	1	1	1	1	1	3	2	3	3	1	1	1	1	1	1	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	1	1	1	2	1	2	2	2	1	1	5	1968	1	1	1	1	1	2	1	1	1	2	2	1	2	2	2	2	1	2	1	2	2	2	2	2	1	1	1	1	2	1	1	1	2	2	2	2	2	2	2	2	1	2	1	1	2	2	2	2	2	2	1	1	1	1	2	3	3	3	1	5	1968	3	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	3	2	1	1	1	2	3	1	1	1	2	1	1	2	2	3	1	1	1	2	2	2	2	1	3	3	3	3	1	1	1	1	1	2	2	2	2	2	3	3																																																																3			3			3			3			3			3			3			3																																												
"0042013"	"PRA"	1	32	1							7	2002	1977	31	0	95	1	1	1	1	3	3	1	1	1	1	3	3	3	3	12	6	71	4	1	39	1	95	95	1		"1204"	"12042013"		"3"	"1"	"PRA"	3																				1	20	4	26	4	3	3	3	3	1	3	1	1	1	1		3								"W"	2	2	"A71"	"A86"	"A51"	"A11"	3	3	3	1	12	6	70	12	6	71	1	5	"AH"	2							3			5	1	5	1	1	"A71"	"A86"	1	30			4			8			13			43			15			25			1			0	96	1	1		1	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	1	2002	1	1	2	2	1	2	2	1	3	2	2	1	2	2	2	3	3	3	2	2	3	2	2	1	1	1	1	2	2	2	2	1	1	1	2	1	2	1	1	3	3	3	3	3	3	1	1	2002	1	2	1	1	1	1	2	2	3	2	2	1	2	1	2	2	2	2	1	2	1	1	2	2	2	2	2	3	1	1	2	2	1	2	3	2	2	1	3	1	2	2	1	3	2	2	3	1	2	2	1	1	2	2	2	2	2	1	1	1	2002	1	3	1	1	2	2	1	1	1	2	2	2	2	1	1	2	2	1	2	1	1	1	2	2	2	2	2	2	1	2	2	2	2	2	1	1	2	2	1	2	2	2	3	2	1	3	2	1	2	3	2	2	3	3	1	3	2	1	1	2002	1	1	2	2	2	1	2	2	1	1	2	2	1	2	1	1	1	2	2	2	2	2	1	1	2	2	2	2	1	1	1	1	3	3	2	1	1	1	1	1	2	2	2	2	2	3	3	3	1	2	1	3	2	1	3	2	3	3	2	1	2	1	3	1	1	3	1	1	1		1	1		1	3	1	1	3	1	3			1	3	1	1	3	1	1	1		1	1		3			1	3	1	1	3	1	3			3			1	3	1	3			1	3	1	1	1		3			3		
"0042250"	"PRA"	1	31	3	2	3							1999	3	0	2	1	1	3		1	1	3														1	1	5	1		"1204"	"12042250"		"3"	"1"	"PRA"	1	1	1	2	2	2	7	0	42	2	1	0	0	25	25	100	1	6			6					3	3	3	3	1	3	6	1	1	1		3								"W"	2	5	"A72"	"A86"	"A51"	"A11"	3	3	3	3	12	6	70	12	6	71	3																3		"A72"	"A86"	1	28			4			8			16			1			17			26			1			0	96	1	1		1	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	4	1999	1	1	1	2	2	1	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	2	1	2	2	1	2	2	2	2	2	1	3	3	3	3	3	3	3	3																																																													1	4	1999	1	2	1	2	2	2	1	2	2	2	1	2	2	1	1	2	1	2	2	2	1	2	2	2	2	2	1	1	1	2	2	2	3	2	1	1	2	2	2	2	3	2	3	3	3	3	1	1	2	2	2	3	3	3	3	3	2	1	4	1999	1	1	1	1	2	1	1	2	2	1	1	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	1	1	1	1	2	1	3	3	2	1	2	1	3	3	3	3	3	3	3	3	3	3	3	3	1	2	3	2	2	1	3	3	2	1	1	3			3			1	1		3															1	3	3	3			3			3			3			3			1	3	3	1	1		1	1		1	1		3			1	1		3			1	3	3
"0043011"	"PRA"	1	65	3	1	3							1962	25	0	1	3	3	3		1	1	3														1	1	2	1		"1204"	"12043011"		"3"	"1"	"PRA"	3																				1	20	4	26	4	3	5	3	3	3		6	1	3	1		3								"W"	2	4	"A71"	"A86"	"A51"	"A11"	3	3	3	1	12	6	70	12	6	71	3																3		"A71"	"S86"	1	29			4			8			16			13			16			45			1			0	96	1	1		1	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	3	1962	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	3	3	3	3	3	3	3	3																																																													1	3	1962	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	1	2	2	2	2	2	2	2	3	2	3																																																																3			3			3			3															3			3			3			3			3			3			3																							
"0043021"	"PRA"	1	48	3	1	3							1987	19	0	1	3	3	3		1	1	1	1	1	1	3	3	3	3	12	6	71	4	1	34	1	1	3	3	2	"1204"	"12043021"		"3"	"1"	"PRA"	3																				1	20	4	26	4	3	5	3	3	3		6	3	3	1		3								"W"	2	4	"A71"	"A86"	"A51"	"A11"	3	3	3	1	12	6	70	12	6	71	3																3		"A71"	"A86"	1	30			4			8			11			36			12			12			1			0	96	1	1		1	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	3	1992	3	1	3	3	3	3	3	2	3	2	2	2	2	2	2	2	3	3	3	3	3	2	2	2	3	2	2	3	3	3	2	1	2	3	3	3	2	1	3	3	2	1	3	3	1	3																																																													1	1	1992	3	2	1	2	2	2	2	3	2	2	2	2	2	2	2	3	2	2	3	3	2	2	2	2	3	2	2	3	1	3	2	3	3	2	2	2	2	1	3	3	2	2	2	3	3	3	2	1	2	3	2	3	2	3	3	3	2	3																																																																																																																																	
"0043033"	"PRA"	1	36	3	2	3							1993	15	0	1	3	3	3		1	1	1	1	1	1	3	3	3	3	12	6	71	4	1	33	1	1	2	1		"1204"	"12043033"		"3"	"1"	"PRA"	3																				1	20	4	26	4	3	4	3	3	3		6	1	1	1		3								"W"	2	3	"A71"	"A86"	"A51"	"A11"	3	3	3	1	12	6	70	12	6	71	3																3		"A71"	"A86"	1	2			5			8			19			23			22			39			1			0	96	3	1		1	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	4	2004	1	1	2	2	2	2	2	1	3	2	2	1	2	2	2	2	2	2	2	2	3	2	2	1	2	2	2	2	2	1	2	1	2	3	3	1	2	2	3	2	1	3	3	3	3	3																																																													1	4	2004	1	2	1	1	2	2	2	2	2	2	3	2	2	1	2	2	2	2	3	2	1	2	1	2	2	2	1	2	1	1	2	2	2	2	1	1	2	1	2	2	2	2	3	3	3	3	2	1	2	2	2	2	2	3	3	3	1	1	4	2004	1	2	2	2	2	1	2	2	2	1	2	2	2	2	1	2	1	2	2	1	2	2	1	2	2	2	1	1	2	2	1	1	3	3	3	3	1	1	2	2	2	2	3	2	2	2	2	3	2	2	1	1	1	1	1	2	3	2	2	1	2	3			1	1		1	3	1	1	3	1													1	1		1	3	1	1	3	1	1	3	1	1	3	1	1	3	1	3			3			1	1		3			1	3	1	1	3	1	3			3		
"0052021"	"PRA"	1	49	1							7	1990	1991	14	9	1	3	3	3		1	1	1	1	1	1	1	1	3	3	12	7	40	4	1	23	1	1	1	1		"1205"	"12052021"		"1"	"1"	"PRA"	3																				1	24	2	1	3	1	3	3	3	1	3	1	1	1	1		3								"B"	1	1	"A71"	"A86"	"A51"	"A11"	3	3	1	1	12	7	50	12	7	50	3																1	2	"A71"	"A86"	1	8			3			8			11			0			13			29			1			0	96	1	1		1	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	1	1990	1	1	1	1	1	1	1	1	2	2	2	1	2	2	1	2	2	3	2	2	3	2	2	1	1	2	1	1	1	2	1	1	1	3	2	2	1	1	2	3	1	1	3	3	1	1	1	1990	1	1	1	1	1	1	2	3	3	2	2	1	2	2	1	1	2	2	1	3	2	2	2	2	1	1	1	3	1	1	1	1	2	1	3	2	2	2	3	1	1	2	1	2	2	2	3	1	1	3	1	1	1	2	1	3	2	2	1	1	1990	1	1	1	1	1	1	1	2	2	1	3	2	2	1	2	2	2	2	2	3	1	1	1	2	2	1	2	2	1	1	1	1	3	2	1	1	2	1	1	2	3	1	3	1	1	3	1	1	1	2	1	1	2	3	1	3	2	1	1	1990	1	2	2	1	1	1	1	2	2	1	2	1	1	2	2	1	2	3	1	1	2	3	2	2	2	2	2	2	1	1	1	1	1	2	1	2	1	1	1	1	2	3	2	3	3	3	3	3	2	3	1	1	1	1	2	1	2	3	2	2	1	3			3			1	3	3	3			3			3			1	3	1	1	3	1	1	3	3	1	3	3	3			3			3			3			3			3			3			3			3			3			3			3		
"0052070"	"PRA"	1	41	3	2	3							1991	7	8	1	3	3	3		1	1	1	1	1	1	3	3	3	3	12	7	50	4	1	34	1	1	1	1		"1205"	"12052070"		"1"	"1"	"PRA"	3																				1	24	2	1	3	3	3	3	3	3		6	1	1	1		3								"B"	1	3	"A71"	"A86"	"A51"	"A11"	3	3	1	3	12	7	50	12	7	50	3																3		"A71"	"A86"	1	6			3			8			17			30			20			25			1			0	96	1	1		1	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	4	1990	1	1	1	2	2	1	2	3	3	2	2	1	2	2	2	2	2	2	2	3	3	2	2	2	3	2	3	2	2	2	2	1	2	2	3	2	2	2	3	3	3	3	3	3	3	1	4	1990	1	1	1	2	2	2	2	2	3	3	2	2	2	2	1	1	2	2	2	3	2	2	2	3	2	3	2	3	2	2	2	1	1	2	1	3	3	3	3	2	1	3	1	3	3	3	3	3	3	3	2	1	1	3	1	2	2	2	1	4	1990	1	1	1	3	2	2	1	2	2	2	2	2	2	1	2	2	3	3	3	3	1	2	2	3	3	1	2	2	1	2	1	2	3	3	1	1	2	2	3	2	3	1	3	3	1	3	1	1	2	2	2	2	2	3	1	3	2	1	4	1990	1	2	2	1	1	1	1	2	2	1	1	1	1	3	2	2	3	2	2	2	2	3	2	2	2	2	2	3	2	2	1	2	2	2	1	2	1	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	1	2	2	3	3	2	2	2	3			3			3			3			3			3			3			3			3			3			3			3			3			3			3			3			3			3			3			3			1	1		3		
"0052073"	"PRA"	1	52	3	2	3							2001	7	0	2	1	1	3		1	1	1	5	1	1	1	3	3	3	12	7	50	4	8		1	1	2	3	1	"1205"	"12052073"		"3"	"1"	"PRA"	3																				1	24	2	1	3	3	4	3	3	3		6	3	3	1		3								"W"	1	3	"A72"	"A86"	"A51"	"A11"	3	3	3	3	12	7	50	12	7	50	3																3		"A72"	"A86"	1	7			3			8			17			10			19			0			1			0	96	1	1		1	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			3																																																3																																																													3																																																												1	4	1978	1	2	1	2	2	1	1	3	2	3	1	3	2	2	1	1	2	2	1	2	1	1	1	1	2	2	1	3	2	2	1	2	3	3	2	3	1	3	3	3	3	3	3	3	3	3	3	3	2	2	1	2	2	2	3	2	3	3	3	1	2																																														1	3	3	3			3			3			3			1	3	3	1	3	3
"0052107"	"PRA"	1	63	3	1	3							2000	8	0	1	1	1	3		1	1	3														1	1	3	1		"1205"	"12052107"		"3"	"1"	"PRA"	3																				1	25	2	1	3	3	2	3	3	3		6	3	3	1		3								"W"	2	4	"A72"	"A86"	"A51"	"A11"	3	3	3	1	12	7	50	12	7	50	3																3		"A71"	"A86"	1	8			3			8			10			50			12			40			1			0	96	1	1		1	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	5	1973	3	1	2	1	1	2	2	2	2	1	2	1	2	1	2	2	2	3	2	3	3	2	1	1	1	1	2	1	1	3	3	1	1	3	3	3	2	2	3	3	3	3	3	3	3	3																																																													3																																																												3																																																																																																																																	
"0052257"	"PRA"	1	31	3	4	3							2000	8	0	1	1	1	3		1	1	1	5	1	1	1	3	3	3	12	7	50	5	1	42	1	1	1	1		"1205"	"12052257"		"3"	"1"	"PRA"	3																				1	24	2	1	3	3	3	3	3	3		6	3	3	1		3								"W"	1	4	"A72"	"A86"	"A51"	"A11"	3	3	3	3	12	7	50	12	7	50	3																3		"A72"	"A86"	1	3			3			8			15			15			17			21			1			0	96	1	1		2	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	3	1999	3	1	3	3	1	3	2	2	2	1	1	1	2	2	1	3	1	3	2	2	2	2	2	1	1	1	1	2	3	2	3	1	1	2	2	2	3	1	3	3	3	3	3	3	3	3																																																													1	3	1999	3	1	1	3	3	3	3	1	2	1	3	3	3	1	3	3	2	3	3	3	1	2	1	3	3	2	2	2	2	3	2	3	3	3	2	1	2	1	3	3	3	2	3	3	2	3	2	1	2	3	2	2	3	3	1	3	1	3																																																																																																																																	
"0062103"	"PRA"	1	33	3	2	3							1994	14	1	2	3	3	3		1	1	1	1	1	1	3	3	3	3	12	9	998	4	1	21	1	1	5	1		"1206"	"12062103"		"1"	"1"	"PRA"	1	8	4	49	8	8	3	0	80	12	8	13	7	100	100	100	1	1	1	1	1	16	3	22	3	3	3	3	3	1	3	3	1	1	1		3								"B"	2	5	"B72"	"B86"	"B51"	"A11"	3	3	3	3	12	9	90	12	9	90	3																3		"B72"	"B86"	1	24			3			8			15			10			17			5			1			0	96	1	1		2	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	4	1994	3	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	3	2	2	1	1	1	2	1	2	1	1	1	1	2	2	2	2	1	3	2	1	2	2	2	2	3																																																													1	4	1994	3	1	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	1	3	1	1	1	2	2	2	2	2	2	2	2	1	4	1994	3	1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	1	1	1	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	1	2																																																																		
"0062250"	"PRA"	1	33	3	1	3							1995	13	0	1	3	3	3		1	1	3														1	1	2	1		"1206"	"12062250"		"3"	"1"	"PRA"	3																				1	16	3	22	3	3	3	3	3	3		6	3	3	1		3								"W"	1	4	"B72"	"B86"	"B51"	"A11"	3	3	3	3	12	9	90	12	9	91	3																3		"B72"	"B86"	1	24			3			8			19			40			21			15			1			0	96	1	1		2	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	3	1994	1	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	2	1	1	2	3	3	2	2	1	3	2	1	2	2	2	2	3																																																													1	3	1994	3	2	1	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	2	1	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	1	2	1	2	2	1	2	2	3	2	2	3	2	3																																																																1	3	3	1	3	3	3			1	3	3																																																						
"0062252"	"PRA"	1	35	3	4	3							1997	10	4	1	3	3	3		1	1	1	5	1	1	3	3	3	3	12	9	998	4	1	43	1	1	4	1		"1206"	"12062252"		"1"	"1"	"PRA"	3																				1	16	3	22	3	3	2	3	3	3		3	1	1	1		3								"B"	1	3	"B71"	"B86"	"B51"	"A11"	3	3	3	3	12	9	90	12	9	91	3																3		"B71"	"B86"	1	25			3			8			14			12			16			10			1			0	96	1	1		2	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	4	2007	1	1	2	2	2	1	1	2	2	1	1	2	2	2	2	2	2	2	2	2	3	1	1	2	2	2	1	1	2	2	1	1	2	2	2	1	2	2	3	1	1	2	3	2	2	3																																																													1	4	2007	3	1	1	2	2	2	2	1	2	1	2	2	2	2	2	2	1	2	3	3	2	2	1	2	2	1	1	1	2	2	2	2	2	2	1	1	2	3	3	2	2	2	2	2	1	2	1	2	2	1	2	2	2	3	2	3	2	1	4	2007	1	1	1	2	2	2	1	3	2	1	2	2	2	2	3	2	3	2	1	2	1	2	2	2	2	1	2	2	1	1	1	2	2	2	2	2	2	1	2	2	2	3	2	3	3	3	2	2	2	2	1	2	2	2	2	2	2	2	2	1	1	1	1		3			3			3																																				1	1		1	1		1	1		3			1	1		3			3		
